name,date,precipitation_mm
Alhué,2016-10-17,0.2447945025382081
Alhué,2016-10-18,0.0
Alhué,2016-10-19,0.0
Alhué,2016-10-20,0.0
Alhué,2016-10-21,0.0
Alhué,2016-10-22,0.439742371507424
Alhué,2016-10-23,0.0
Alhué,2016-10-24,0.0
Alhué,2016-10-25,0.0
Alhué,2016-10-26,0.0
Alhué,2016-10-27,0.0
Alhué,2016-10-28,0.0
Alhué,2016-10-29,0.0
Alhué,2016-10-30,0.8094573748765316
Alhué,2016-10-31,3.5726180044558955
Alhué,2016-11-01,1.8314550157383316
Alhué,2016-11-02,0.0
Alhué,2016-11-03,0.0
Alhué,2016-11-04,0.0
Alhué,2016-11-05,0.0
Alhué,2016-11-06,0.0
Alhué,2016-11-07,0.0
Alhué,2016-11-08,0.0
Alhué,2016-11-09,0.0
Alhué,2016-11-10,0.0
Alhué,2016-11-11,0.0
Alhué,2016-11-12,0.0
Alhué,2016-11-13,2.057525819078248
Alhué,2016-11-14,0.1022241651514573
Alhué,2016-11-15,0.0
Alhué,2016-11-16,0.0
Alhué,2016-11-17,0.0
Alhué,2016-11-18,0.0
Alhué,2016-11-19,0.0
Alhué,2016-11-20,0.0
Alhué,2016-11-21,0.0
Alhué,2016-11-22,0.0
Alhué,2016-11-23,0.2601516363589499
Alhué,2016-11-24,0.0
Alhué,2016-11-25,0.0
Alhué,2016-11-26,0.0
Alhué,2016-11-27,0.0
Alhué,2016-11-28,0.0
Alhué,2016-11-29,0.0
Alhué,2016-11-30,0.0
Alhué,2016-12-01,0.0
Alhué,2016-12-02,0.0
Alhué,2016-12-03,0.0
Alhué,2016-12-04,0.0
Alhué,2016-12-05,0.0
Alhué,2016-12-06,0.0
Alhué,2016-12-07,0.0
Alhué,2016-12-08,0.0
Alhué,2016-12-09,6.241757276544125
Alhué,2016-12-10,0.0
Alhué,2016-12-11,0.0
Alhué,2016-12-12,0.0
Alhué,2016-12-13,0.0
Alhué,2016-12-14,0.0
Alhué,2016-12-15,0.0
Alhué,2016-12-16,0.0
Alhué,2016-12-17,0.0
Alhué,2016-12-18,0.0
Alhué,2016-12-19,0.0
Alhué,2016-12-20,0.0
Alhué,2016-12-21,0.0
Alhué,2016-12-22,0.0
Alhué,2016-12-23,0.0
Alhué,2016-12-24,0.0
Alhué,2016-12-25,0.0
Alhué,2016-12-26,0.0
Alhué,2016-12-27,0.0
Alhué,2016-12-28,0.0
Alhué,2016-12-29,0.0
Alhué,2016-12-30,0.0
Alhué,2016-12-31,0.0
Alhué,2017-01-01,0.0
Alhué,2017-01-02,0.0
Alhué,2017-01-03,0.0
Alhué,2017-01-04,0.0
Alhué,2017-01-05,0.0
Alhué,2017-01-06,0.0
Alhué,2017-01-07,0.0
Alhué,2017-01-08,0.0
Alhué,2017-01-09,0.0
Alhué,2017-01-10,0.0
Alhué,2017-01-11,0.0
Alhué,2017-01-12,0.0
Alhué,2017-01-13,0.0
Alhué,2017-01-14,0.0
Alhué,2017-01-15,0.0
Alhué,2017-01-16,0.0
Alhué,2017-01-17,0.0
Alhué,2017-01-18,0.0
Alhué,2017-01-19,0.0
Alhué,2017-01-20,0.0
Alhué,2017-01-21,0.0
Alhué,2017-01-22,0.0
Alhué,2017-01-23,0.0
Alhué,2017-01-24,0.0
Alhué,2017-01-25,0.0
Alhué,2017-01-26,0.0
Alhué,2017-01-27,0.0
Alhué,2017-01-28,0.0
Alhué,2017-01-29,0.0
Alhué,2017-01-30,0.0
Alhué,2017-01-31,0.0
Alhué,2017-02-01,0.0
Alhué,2017-02-02,0.0
Alhué,2017-02-03,0.0726091051272186
Alhué,2017-02-04,0.4618529390237328
